pmid	year	title	modelo	relacion_BubR1_senescencia	intervencion	resultado_de_la_intervencion	es_ensayo_en_humanos	riesgo_tumoral_mencionado	frase_clave
42314772	2026	Senescence as a regulatory mechanism in skeletal muscle repair in young mice.	ratón joven (modelo experimental de lesión muscular con cardiotoxina)		Eliminación de células senescentes mediante senolytics (Dasatinib + Quercetin) durante reparación muscular	Alteración de la cinética de reparación muscular: infiltración de macrófagos duplicada en D7, aumento significativo de células satélite y área fibrótica en D14, fibras eMHC+ elevadas en D28; sin diferencias funcionales (fuerza de agarre, área transversal)	False		Senescent cells may act as a regulatory mechanism in skeletal muscle
42320016	2026	Targeting Cellular Senescence Enhances Post-Burn Wound Healing in Aged Mice.	ratones adultos y envejecidos con quemadura térmica de espesor total		tratamiento senolítico con Dasatinib y Quercetin	reducción de 4,4 veces en células SA-β-Gal-positivas, aumento de expresión de α-SMA y Col1a1, mejora en cicatrización macroscópica	False		senolytic treatment reduced cellular senescence and improved wound healing
42324036	2026	Molecular senescence, neuroendocrine metaflammation, and skeletal muscle insulin resistanc					False		
42348390	2026	Cellular senescence links muscle atrophy and posttraumatic osteoarthritis after ACL injury	ratón ACL transection (anterior cruciate ligament); validación en pacientes humanos post-lesión ACL		Clearance de células senescentes con dasatinib y quercetin (D + Q)	Mitigación de atrofia muscular inducida por lesión y degradación de cartílago; mayor clearance de células senescentes en músculo que en cartílago	True		Cellular senescence as a strong therapeutic target to improve functional recovery
42364866	2026	Co-exposure to environmental lead and hypertension exacerbates anxiety and depression via 	ratones con exposición combinada a plomo e hipertensión		dasatinib y quercetin (régimen senolítico para eliminar células senescentes)	alivio significativo de déficits conductuales (ansiedad y depresión) inducidos por co-exposición a Pb e HTN	False		mtDNA-dependent cGAS phase separation driving astrocyte senescence
42370935	2026	Chronic hyperinsulinemia accelerates adipose senescence via mitochondrial dysfunction and 	3T3-L1 adipocitos, adipocitos derivados de células madre mesenquimales humanas, modelos de ratón, adiposo de individuos con diabetes tipo 2		Inhibición farmacológica o silenciamiento genético de cGAS/STING; tratamiento con Dasatinib y Quercetin	Reducción significativa de características inflamatorias y relacionadas con senescencia; atenuación del estrés mitocondrial y disfunción adiposa asociada	False		hiperinsulemia crónica induce disfunción mitocondrial temprana, seguida de activación cGAS-STING
42378907	2026	Senotherapeutic strategies for ovarian aging: Mechanistic insights and translational persp	preclinical (modelos animales y cultivos celulares no especificados)		senolytics (dasatinib + quercetin, navitoclax, fisetin) y senomorphics (rapamycin, metformin, melatonin, NLRP3 inhibitors)	preservación de la reserva ovárica, mitigación de inflamación mediada por SASP y fibrosis, extensión de la vida reproductiva (en estudios preclinicos)	False		senescence emerges as a central driver of ovarian aging
42386771	2026	Multi-omics profiling reveals systemic rejuvenation of the aged kidney through senolytic t	ratón naturalmente envejecido (aged mice)		dasatinib + quercetin (D+Q), terapia senolítica	reducción de marcadores de senescencia (p16, p21, SA-β-gal), restauración de Klotho, atenuación de fibrosis renal e inflamación, mejora de oxidación de ácidos grasos, reversión de firmas de envejecimiento transcripcional	False		D+Q restores renal homeostasis, emphasizing its potential as multifaceted intervention
42414534	2026	Co-exposure to cannabinoids and nicotine increases senescence in prenatal human lung devel	explantes de pulmón humano fetal (10-16 semanas de gestación)		exposición a cannabinoides (THC y CBD) y nicotina; senolytics (Dasatinib y Quercetin)	reducción de fenotipo asociado a senescencia, expresión de genes de senescencia y activación de la vía de interferón; reversión parcial del daño	False		co-exposición a nicotina y cannabis induce un fenotipo senescente-like y respuesta de daño de ADN
42442548	2026	Enhancing insulin sensitivity by reducing adipocyte senescence using uPAR-targeted nanopar	ratones obesos inducidos por dieta alta en grasas (high-fat-diet-induced obese mice)		nanopartículas dirigidas a uPAR co-encapsuladas con dasatinib y quercetin para eliminar células senescentes	mejoría de la sensibilidad a insulina, reducción de inflamación, restauración de la homeostasis metabólica	False	uPAR vinculado a cáncer; terapia dirigida a células senescentes inducidas por estrés oncogénico	uPAR como regulador clave de senescencia celular inducida por estrés oncogénico, quimioterapia o envejecimiento
42450166	2026	HURP Silencing Differentially Impacts Spindle Architecture and Metastatic Behavior in Brea	líneas celulares de cáncer de mama: MCF10A (inmortalizadas), T47D (bajo potencial metastásico), MDA-MB-231 (triple negativo, altamente metastásico)	solo MCF10A y T47D montaron respuesta de checkpoint dependiente de BubR1 proporcional a la pérdida de tensión intercinetocórica; MDA-MB-231 mostró señalización de checkpoint reducida	silenciamiento de HURP (DLGAP5)	en MDA-MB-231: colapso catastrófico del huso, apoptosis y arresto G2/M; en MCF10A y T47D: desorganización moderada e inversión del huso; reducción de tensión intercinetocórica en todas las líneas; defectos en migración colectiva y arquitectura de esferoides	False	HURP frecuentemente sobreexpresado en cánceres agresivos; el silenciamiento de HURP se posiciona como diana terapéutica prometedora en cánceres de mama agresivos	HURP como regulador multifuncional coordinando fidelidad mitótica y arquitectura tumoral
42479720	2026	CDCA8 regulates ATP5F1A protein stability and malignant phenotypes in wilms tumor cells: P	células de tumor de Wilms WiT49		knockdown de CDCA8	supresión de fenotipos malignos; reducción de niveles proteicos de ATP5F1A; aumento de ubiquitinación de ATP5F1A	False	CDCA8 upregulado en tumores de Wilms; asociado con peor supervivencia; contribuye a fenotipos malignos del tumor	CDCA8 mantiene la estabilidad proteica de ATP5F1A en tumor de Wilms
42485438	2026	Premature senescence impairs hematopoietic stem cell function during sickle cell disease i	ratones con enfermedad de células falciformes, células humanas de médula ósea de pacientes con enfermedad de células falciformes		terapia dirigida a senescencia: ABT-263 (navitoclax) o combinación de dasatinib y quercetina	mejora de la función de HSPCs en médula ósea in vivo en ratones y ex vivo en células de individuos con enfermedad de células falciformes	False	aumento del riesgo de malignidades mieloides asociado a la enfermedad de células falciformes	senescence-targeting therapy improves bone marrow HSPC function in vivo in mice and ex vivo in cells
42492841	2026	Exercise attenuates atherosclerosis by inhibiting eWAT aging via targeting SIRT1/pyruvate 	ratones ApoE-/- y C57BL/6 con dieta alta en grasas		ejercicio físico; tratamiento senolítico (dasatinib más quercetina); downregulación de PC mediante AAV; downregulación de SIRT1 mediante AAV	ejercicio amelioró remodelación e inflamación de eWAT, inhibió progresión de aterosclerosis; senolíticos y downregulación de PC atenuaron envejecimiento de eWAT y progresión de aterosclerosis; downregulación de SIRT1 revirtió efectos protectores del ejercicio	False		exercise attenuates unhealthy lifestyle-induced premature aging of eWAT
42593595	2026	Senolytics Reverse PM2.5 - Induced Cell and Vascular Dysfunction.	ratones C57BL/6J expuestos a PM2.5 ambiental concentrado		Senolyticos Dasatinib y Quercetin para eliminar celulas senescentes	Reversión de senescencia en MNCs y EPCs; reducción de actividad β-galactosidasa y expresión SASP; reversión de defectos en función de EPCs; limitación de activación endotelial in vivo	False		senolytic treatment may be efficacious in combatting adverse cardiovascular outcomes
42619900	2026	Spindle Assembly Checkpoint Competency Determines Sensitivity to KIF18A Inhibition in Smal	líneas celulares SCLC (neuroendocrina y no-neuroendocrina), tumores de pacientes, modelos de perturbación funcional	BUBR1 es componente del punto de control mitótico (SAC); células SAC-deficientes muestran reclutamiento kinetocórico deficiente de BUBR1, impidiendo parada mitótica sostenida	inhibición de KIF18A, inhibición de MPS1	células SAC-proficientes: parada mitótica sostenida y muerte apoptótica; células SAC-defectuosas: fallan en mantener activación de punto de control y sobreviven; inhibición de MPS1 restaura parcialmente sensibilidad a inhibición de KIF18A	False	KIF18A es dependencia selectiva en tumores CIN-alto; SCLC es cáncer prototypical CIN-alto; estudio identifica biomarcador para respuesta a inhibidores de KIF18A en ensayos clínicos en curso	SAC competency determines response to KIF18A inhibition; SAC-defective cells bypass checkpoint activation and survive
42624300	2026	From protection to progression: How CCT/TRiC shapes therapy-induced senescence in glioblas	glioblastoma multiforme (GBM) - modelo in vitro e in vivo, células de glioma madre (GSC)		inhibición de CCT/TRiC; combinaciones de senolíticos, potenciadores de inmunoterapia, y agentes dirigidos a CCT/TRiC	prevenir progresión mediada por SASP y recaída; compromiso de proteostasis y flujo autofágico	False	recurrencia del GBM impulsada por células senescentes; el complejo CCT/TRiC sostiene rasgos tipo madre y resistencia al tratamiento	senescent cells may initially limit growth, their persistence can fuel recurrence
42630932	2026	Tumor immunosenescence drives breast cancer progression and therapeutic resistance: mechan	modelos preclínicos (células, tumores murinos); estudios clínicos observacionales en pacientes con cáncer de mama		senolyticos (navitoclax, dasatinib más quercetin, fisetin), senomorphics, repleción de NAD+, agonistas STING, combinaciones senotherapy-inmunoterapia	potencial para mejorar inmunidad anti-tumor; mayoría en fases preclínicas o clínicas tempranas sin validación completa	False	inmunosenescencia tumoral contribuye a progresión del cáncer de mama y resistencia terapéutica; senescencia inducida por terapia puede paradójicamente impulsar recaída	targeting tumor immunosenescence represents a promising but incompletely validated therapeutic axis
42647139	2026	Spindle Assembly Checkpoint Competency Determines Sensitivity to KIF18A Inhibition in Smal	Líneas celulares de SCLC (neuroendocrinas y no neuroendocrinas), modelos de perturbación funcional		Inhibición de KIF18A; inhibición de TTK (MPS1)	Células SAC-competentes: parada mitótica sostenida y muerte apoptótica. Células SAC-defectivas: supervivencia. Inhibición de TTK restauró parcialmente sensibilidad en modelos resistentes	False	Carcinoma pulmonar de células pequeñas (SCLC); inestabilidad cromosómica pervasiva (CIN)	SAC competency as the primary determinant of response
42666534	2026	Simultaneous induction of differentiation and senescence in cardiac fibroblasts by TGF-&#x	fibroblastos cardíacos neonatales de rata		tratamiento con Navitoclax o Dasatinib + Quercetin (senolíticos)	disminución de viabilidad celular y reducción de células positivas para SA-β-gal	False		senotherapeutics treatment attenuates senescent CMFs, supporting therapeutic potential
42670437	2026	A Staged Translational Framework for Evaluating Oral Glutamatergic and Senescence-Modulati					False		
42680110	2026	T-2 toxin disrupts Alzheimer's-relevant App/Tau homeostasis via circadian-p53-senescence c	células humanas (neuroblastoma SH-SY5Y)		inhibición farmacológica de CLOCK y p53; tratamiento con senolytics (dasatinib y quercetin)	reducción de senescencia (SA-β-gal), atenuación de señalización p53, mejora del perfil APP/Tau	False		T-2 toxin remodels APP and Tau homeostasis through CLOCK-p53-senescence axis
42686970	2026	Targeting cellular senescence mitigates chemotherapy-induced bone loss in young and aged m	ratones jóvenes (3 meses) y envejecidos (20 meses), ambos sexos		dasatinib/quercetin (DQ), agentes senolíticos; doxorubicin (DX) solo o en combinación DX/DQ	DQ restauró parcialmente expresión génica osteogénica (Alpl, Runx2, Dmp1), redujo adiposidad medular, revirtió parcialmente firmas moleculares de senescencia en matriz extracelular; recuperación de arquitectura ósea trabecular modesta	False		cellular senescence as a potential therapeutic target for preserving skeletal health
42689913	2026	Insights Into the Interplay Between the Senescent Cells and Immune Cells.	ratones jóvenes, de mediana edad y envejecidos		intervenciones senolíticas genéticas y farmacológicas	reducción de carga de células senescentes y disminución de acumulación de células inmunitarias en riñones envejecidos	False		nichos inflamatorios asociados a senescencia emergen en el cortex renal durante el envejecimiento
42691218	2026	Senolytic Treatment Triggered by Carotid Occlusion Confers Protection Against Later Acute 	raton anciano con oclusión de arteria carótida común y posterior oclusión de arteria cerebral media		dasatinib más quercetin (D+Q), fármaco senolítico	reducción de volumen de infarto, disminución de despolarizaciones propagadas, reducción de carga de células senescentes cerebrovasculares, aumento de angiogénesis, modulación de marcadores inflamatorios centrales y sistémicos, contrarresta deterioro metabólico relacionado con la edad	False		D+Q confers multifaceted protection against subsequent AIS in the aged brain
42692552	2026	Flow cytometry analysis of mitochondrial apoptotic priming with BH3 profiling on senescent					False	Senescence acts as a tumor-suppressive mechanism; context of cancer and therapy-induced senescence mentioned	Senolytics selectively induce apoptosis in senescent cells targeting survival pathways
42700866	2026	Mitochondria-endoplasmic reticulum contact sites (MERCS/MAM): Multi-layered upstream regul	modelos AD (APP/PS1), tejidos humanos				False		MERCS dysfunction drives microglial senescence in Alzheimer's disease
42707630	2026	Senescent immune cells, inflammaging, and bone loss: therapeutic potential and translation	modelos de envejecimiento, osteoporosis posmenopáusica, pérdida ósea asociada a radioterapia		senolyticos (dasatinib más quercetina, fisetina, plataformas de liberación dirigidas a hueso)	reducción de carga de células senescentes, atenuación de inflamación relacionada con SASP, mejora de ciertos parámetros esqueléticos	False		senolytics selectively induce apoptosis in senescent cells by targeting senescent-cell anti-apoptotic pathways
